,x,y,width,height,rotate
26070,-170.7,320.0,1.8,1.8,28.0
26071,-170.7,322.7,1.8,1.8,28.0
26072,-170.7,325.3,1.8,1.8,28.0
26073,-170.7,328.0,2.0,2.0,27.0
26074,-170.7,330.7,2.0,2.0,27.0
26075,-170.7,333.3,2.1,2.1,27.0
26076,-170.7,336.0,2.1,2.1,27.0
26077,-170.7,338.7,2.0,2.0,27.0
26078,-170.7,341.3,2.0,2.0,27.0
26079,-170.7,344.0,1.8,1.8,26.0
26080,-170.7,346.7,1.8,1.8,26.0
26081,-170.7,349.3,1.4,1.4,26.0
26082,-170.7,352.0,1.4,1.4,26.0
26083,-170.7,354.7,0.8,0.8,26.0
26084,-170.7,357.3,0.8,0.8,26.0
26085,-170.7,360.0,0.3,0.3,25.0
26086,-170.7,362.7,0.3,0.3,25.0
26087,-170.7,365.3,0.8,0.8,25.0
26088,-170.7,368.0,0.8,0.8,25.0
26089,-170.7,370.7,1.4,1.4,25.0
26090,-170.7,373.3,1.4,1.4,25.0
26091,-170.7,376.0,1.8,1.8,24.0
26092,-170.7,378.7,1.8,1.8,24.0
26093,-170.7,381.3,2.0,2.0,24.0
26094,-170.7,384.0,2.0,2.0,24.0
26095,-170.7,386.7,2.1,2.1,24.0
26096,-170.7,389.3,2.1,2.1,24.0
26097,-170.7,392.0,2.0,2.0,24.0
26098,-170.7,394.7,2.0,2.0,23.0
26099,-170.7,397.3,2.0,2.0,23.0
26100,-168.0,-400.0,1.8,1.8,157.0
26101,-168.0,-397.3,2.0,2.0,157.0
26102,-168.0,-394.7,2.0,2.0,157.0
26103,-168.0,-392.0,2.1,2.1,157.0
26104,-168.0,-389.3,2.1,2.1,157.0
26105,-168.0,-386.7,2.0,2.0,157.0
26106,-168.0,-384.0,2.0,2.0,156.0
26107,-168.0,-381.3,1.8,1.8,156.0
26108,-168.0,-378.7,1.8,1.8,156.0
26109,-168.0,-376.0,1.4,1.4,156.0
26110,-168.0,-373.3,1.4,1.4,156.0
26111,-168.0,-370.7,0.8,0.8,156.0
26112,-168.0,-368.0,0.8,0.8,155.0
26113,-168.0,-365.3,0.3,0.3,155.0
26114,-168.0,-362.7,0.3,0.3,155.0
26115,-168.0,-360.0,0.8,0.8,155.0
26116,-168.0,-357.3,0.8,0.8,155.0
26117,-168.0,-354.7,1.4,1.4,155.0
26118,-168.0,-352.0,1.4,1.4,154.0
26119,-168.0,-349.3,1.4,1.4,154.0
26120,-168.0,-346.7,1.8,1.8,154.0
26121,-168.0,-344.0,1.8,1.8,154.0
26122,-168.0,-341.3,2.0,2.0,154.0
26123,-168.0,-338.7,2.0,2.0,154.0
26124,-168.0,-336.0,2.1,2.1,153.0
26125,-168.0,-333.3,2.1,2.1,153.0
26126,-168.0,-330.7,2.0,2.0,153.0
26127,-168.0,-328.0,2.0,2.0,153.0
26128,-168.0,-325.3,1.8,1.8,153.0
26129,-168.0,-322.7,1.8,1.8,152.0
26130,-168.0,-320.0,1.4,1.4,152.0
26131,-168.0,-317.3,1.4,1.4,152.0
26132,-168.0,-314.7,0.8,0.8,152.0
26133,-168.0,-312.0,0.8,0.8,152.0
26134,-168.0,-309.3,0.3,0.3,151.0
26135,-168.0,-306.7,0.3,0.3,151.0
26136,-168.0,-304.0,0.8,0.8,151.0
26137,-168.0,-301.3,0.8,0.8,151.0
26138,-168.0,-298.7,0.8,0.8,151.0
26139,-168.0,-296.0,1.4,1.4,150.0
26140,-168.0,-293.3,1.4,1.4,150.0
26141,-168.0,-290.7,1.8,1.8,150.0
26142,-168.0,-288.0,1.8,1.8,150.0
26143,-168.0,-285.3,2.0,2.0,150.0
26144,-168.0,-282.7,2.0,2.0,149.0
26145,-168.0,-280.0,2.1,2.1,149.0
26146,-168.0,-277.3,2.1,2.1,149.0
26147,-168.0,-274.7,2.0,2.0,149.0
26148,-168.0,-272.0,2.0,2.0,148.0
26149,-168.0,-269.3,1.8,1.8,148.0
26150,-168.0,-266.7,1.8,1.8,148.0
26151,-168.0,-264.0,1.8,1.8,148.0
26152,-168.0,-261.3,1.4,1.4,147.0
26153,-168.0,-258.7,1.4,1.4,147.0
26154,-168.0,-256.0,0.8,0.8,147.0
26155,-168.0,-253.3,0.8,0.8,146.0
26156,-168.0,-250.7,0.3,0.3,146.0
26157,-168.0,-248.0,0.3,0.3,146.0
26158,-168.0,-245.3,0.8,0.8,146.0
26159,-168.0,-242.7,0.8,0.8,145.0
26160,-168.0,-240.0,0.8,0.8,145.0
26161,-168.0,-237.3,1.4,1.4,145.0
26162,-168.0,-234.7,1.4,1.4,144.0
26163,-168.0,-232.0,1.8,1.8,144.0
26164,-168.0,-229.3,1.8,1.8,144.0
26165,-168.0,-226.7,2.0,2.0,143.0
26166,-168.0,-224.0,2.0,2.0,143.0
26167,-168.0,-221.3,2.0,2.0,143.0
26168,-168.0,-218.7,2.1,2.1,142.0
26169,-168.0,-216.0,2.1,2.1,142.0
26170,-168.0,-213.3,2.0,2.0,142.0
26171,-168.0,-210.7,2.0,2.0,141.0
26172,-168.0,-208.0,1.8,1.8,141.0
26173,-168.0,-205.3,1.8,1.8,141.0
26174,-168.0,-202.7,1.8,1.8,140.0
26175,-168.0,-200.0,1.4,1.4,140.0
26176,-168.0,-197.3,1.4,1.4,140.0
26177,-168.0,-194.7,0.8,0.8,139.0
26178,-168.0,-192.0,0.8,0.8,139.0
26179,-168.0,-189.3,0.8,0.8,138.0
26180,-168.0,-186.7,0.3,0.3,138.0
26181,-168.0,-184.0,0.3,0.3,138.0
26182,-168.0,-181.3,0.8,0.8,137.0
26183,-168.0,-178.7,0.8,0.8,137.0
26184,-168.0,-176.0,0.8,0.8,136.0
26185,-168.0,-173.3,1.4,1.4,136.0
26186,-168.0,-170.7,1.4,1.4,135.0
26187,-168.0,-168.0,1.4,1.4,135.0
26188,-168.0,-165.3,1.8,1.8,135.0
26189,-168.0,-162.7,1.8,1.8,134.0
26190,-168.0,-160.0,2.0,2.0,134.0
26191,-168.0,-157.3,2.0,2.0,133.0
26192,-168.0,-154.7,2.0,2.0,133.0
26193,-168.0,-152.0,2.1,2.1,132.0
26194,-168.0,-149.3,2.1,2.1,132.0
26195,-168.0,-146.7,2.1,2.1,131.0
26196,-168.0,-144.0,2.0,2.0,131.0
26197,-168.0,-141.3,2.0,2.0,130.0
26198,-168.0,-138.7,2.0,2.0,130.0
26199,-168.0,-136.0,1.8,1.8,129.0
26200,-168.0,-133.3,1.8,1.8,128.0
26201,-168.0,-130.7,1.8,1.8,128.0
26202,-168.0,-128.0,1.4,1.4,127.0
26203,-168.0,-125.3,1.4,1.4,127.0
26204,-168.0,-122.7,1.4,1.4,126.0
26205,-168.0,-120.0,0.8,0.8,126.0
26206,-168.0,-117.3,0.8,0.8,125.0
26207,-168.0,-114.7,0.8,0.8,124.0
26208,-168.0,-112.0,0.3,0.3,124.0
26209,-168.0,-109.3,0.3,0.3,123.0
26210,-168.0,-106.7,0.3,0.3,122.0
26211,-168.0,-104.0,0.3,0.3,122.0
26212,-168.0,-101.3,0.8,0.8,121.0
26213,-168.0,-98.7,0.8,0.8,120.0
26214,-168.0,-96.0,0.8,0.8,120.0
26215,-168.0,-93.3,1.4,1.4,119.0
26216,-168.0,-90.7,1.4,1.4,118.0
26217,-168.0,-88.0,1.4,1.4,118.0
26218,-168.0,-85.3,1.4,1.4,117.0
26219,-168.0,-82.7,1.8,1.8,116.0
26220,-168.0,-80.0,1.8,1.8,115.0
26221,-168.0,-77.3,1.8,1.8,115.0
26222,-168.0,-74.7,1.8,1.8,114.0
26223,-168.0,-72.0,1.8,1.8,113.0
26224,-168.0,-69.3,2.0,2.0,112.0
26225,-168.0,-66.7,2.0,2.0,112.0
26226,-168.0,-64.0,2.0,2.0,111.0
26227,-168.0,-61.3,2.0,2.0,110.0
26228,-168.0,-58.7,2.0,2.0,109.0
26229,-168.0,-56.0,2.1,2.1,108.0
26230,-168.0,-53.3,2.1,2.1,108.0
26231,-168.0,-50.7,2.1,2.1,107.0
26232,-168.0,-48.0,2.1,2.1,106.0
26233,-168.0,-45.3,2.1,2.1,105.0
26234,-168.0,-42.7,2.1,2.1,104.0
26235,-168.0,-40.0,2.1,2.1,103.0
26236,-168.0,-37.3,2.0,2.0,103.0
26237,-168.0,-34.7,2.0,2.0,102.0
26238,-168.0,-32.0,2.0,2.0,101.0
26239,-168.0,-29.3,2.0,2.0,100.0
26240,-168.0,-26.7,2.0,2.0,99.0
26241,-168.0,-24.0,2.0,2.0,98.0
26242,-168.0,-21.3,2.0,2.0,97.0
26243,-168.0,-18.7,2.0,2.0,96.0
26244,-168.0,-16.0,2.0,2.0,95.0
26245,-168.0,-13.3,2.0,2.0,95.0
26246,-168.0,-10.7,2.0,2.0,94.0
26247,-168.0,-8.0,2.0,2.0,93.0
26248,-168.0,-5.3,2.0,2.0,92.0
26249,-168.0,-2.7,2.0,2.0,91.0
26250,-168.0,0.0,2.0,2.0,90.0
26251,-168.0,2.7,2.0,2.0,89.0
26252,-168.0,5.3,2.0,2.0,88.0
26253,-168.0,8.0,2.0,2.0,87.0
26254,-168.0,10.7,2.0,2.0,86.0
26255,-168.0,13.3,2.0,2.0,85.0
26256,-168.0,16.0,2.0,2.0,85.0
26257,-168.0,18.7,2.0,2.0,84.0
26258,-168.0,21.3,2.0,2.0,83.0
26259,-168.0,24.0,2.0,2.0,82.0
26260,-168.0,26.7,2.0,2.0,81.0
26261,-168.0,29.3,2.0,2.0,80.0
26262,-168.0,32.0,2.0,2.0,79.0
26263,-168.0,34.7,2.0,2.0,78.0
26264,-168.0,37.3,2.0,2.0,77.0
26265,-168.0,40.0,2.1,2.1,77.0
26266,-168.0,42.7,2.1,2.1,76.0
26267,-168.0,45.3,2.1,2.1,75.0
26268,-168.0,48.0,2.1,2.1,74.0
26269,-168.0,50.7,2.1,2.1,73.0
26270,-168.0,53.3,2.1,2.1,72.0
26271,-168.0,56.0,2.1,2.1,72.0
26272,-168.0,58.7,2.0,2.0,71.0
26273,-168.0,61.3,2.0,2.0,70.0
26274,-168.0,64.0,2.0,2.0,69.0
26275,-168.0,66.7,2.0,2.0,68.0
26276,-168.0,69.3,2.0,2.0,68.0
26277,-168.0,72.0,1.8,1.8,67.0
26278,-168.0,74.7,1.8,1.8,66.0
26279,-168.0,77.3,1.8,1.8,65.0
26280,-168.0,80.0,1.8,1.8,65.0
26281,-168.0,82.7,1.8,1.8,64.0
26282,-168.0,85.3,1.4,1.4,63.0
26283,-168.0,88.0,1.4,1.4,62.0
26284,-168.0,90.7,1.4,1.4,62.0
26285,-168.0,93.3,1.4,1.4,61.0
26286,-168.0,96.0,0.8,0.8,60.0
26287,-168.0,98.7,0.8,0.8,60.0
26288,-168.0,101.3,0.8,0.8,59.0
26289,-168.0,104.0,0.3,0.3,58.0
26290,-168.0,106.7,0.3,0.3,58.0
26291,-168.0,109.3,0.3,0.3,57.0
26292,-168.0,112.0,0.3,0.3,56.0
26293,-168.0,114.7,0.8,0.8,56.0
26294,-168.0,117.3,0.8,0.8,55.0
26295,-168.0,120.0,0.8,0.8,54.0
26296,-168.0,122.7,1.4,1.4,54.0
26297,-168.0,125.3,1.4,1.4,53.0
26298,-168.0,128.0,1.4,1.4,53.0
26299,-168.0,130.7,1.8,1.8,52.0
26300,-168.0,133.3,1.8,1.8,52.0
26301,-168.0,136.0,1.8,1.8,51.0
26302,-168.0,138.7,2.0,2.0,50.0
26303,-168.0,141.3,2.0,2.0,50.0
26304,-168.0,144.0,2.0,2.0,49.0
26305,-168.0,146.7,2.1,2.1,49.0
26306,-168.0,149.3,2.1,2.1,48.0
26307,-168.0,152.0,2.1,2.1,48.0
26308,-168.0,154.7,2.0,2.0,47.0
26309,-168.0,157.3,2.0,2.0,47.0
26310,-168.0,160.0,2.0,2.0,46.0
26311,-168.0,162.7,1.8,1.8,46.0
26312,-168.0,165.3,1.8,1.8,45.0
26313,-168.0,168.0,1.4,1.4,45.0
26314,-168.0,170.7,1.4,1.4,45.0
26315,-168.0,173.3,1.4,1.4,44.0
26316,-168.0,176.0,0.8,0.8,44.0
26317,-168.0,178.7,0.8,0.8,43.0
26318,-168.0,181.3,0.8,0.8,43.0
26319,-168.0,184.0,0.3,0.3,42.0
26320,-168.0,186.7,0.3,0.3,42.0
26321,-168.0,189.3,0.8,0.8,42.0
26322,-168.0,192.0,0.8,0.8,41.0
26323,-168.0,194.7,0.8,0.8,41.0
26324,-168.0,197.3,1.4,1.4,40.0
26325,-168.0,200.0,1.4,1.4,40.0
26326,-168.0,202.7,1.8,1.8,40.0
26327,-168.0,205.3,1.8,1.8,39.0
26328,-168.0,208.0,1.8,1.8,39.0
26329,-168.0,210.7,2.0,2.0,39.0
26330,-168.0,213.3,2.0,2.0,38.0
26331,-168.0,216.0,2.1,2.1,38.0
26332,-168.0,218.7,2.1,2.1,38.0
26333,-168.0,221.3,2.0,2.0,37.0
26334,-168.0,224.0,2.0,2.0,37.0
26335,-168.0,226.7,2.0,2.0,37.0
26336,-168.0,229.3,1.8,1.8,36.0
26337,-168.0,232.0,1.8,1.8,36.0
26338,-168.0,234.7,1.4,1.4,36.0
26339,-168.0,237.3,1.4,1.4,35.0
26340,-168.0,240.0,0.8,0.8,35.0
26341,-168.0,242.7,0.8,0.8,35.0
26342,-168.0,245.3,0.8,0.8,34.0
26343,-168.0,248.0,0.3,0.3,34.0
26344,-168.0,250.7,0.3,0.3,34.0
26345,-168.0,253.3,0.8,0.8,34.0
26346,-168.0,256.0,0.8,0.8,33.0
26347,-168.0,258.7,1.4,1.4,33.0
26348,-168.0,261.3,1.4,1.4,33.0
26349,-168.0,264.0,1.8,1.8,32.0
26350,-168.0,266.7,1.8,1.8,32.0
26351,-168.0,269.3,1.8,1.8,32.0
26352,-168.0,272.0,2.0,2.0,32.0
26353,-168.0,274.7,2.0,2.0,31.0
26354,-168.0,277.3,2.1,2.1,31.0
26355,-168.0,280.0,2.1,2.1,31.0
26356,-168.0,282.7,2.0,2.0,31.0
26357,-168.0,285.3,2.0,2.0,30.0
26358,-168.0,288.0,1.8,1.8,30.0
26359,-168.0,290.7,1.8,1.8,30.0
26360,-168.0,293.3,1.4,1.4,30.0
26361,-168.0,296.0,1.4,1.4,30.0
26362,-168.0,298.7,0.8,0.8,29.0
26363,-168.0,301.3,0.8,0.8,29.0
26364,-168.0,304.0,0.8,0.8,29.0
26365,-168.0,306.7,0.3,0.3,29.0
26366,-168.0,309.3,0.3,0.3,29.0
26367,-168.0,312.0,0.8,0.8,28.0
26368,-168.0,314.7,0.8,0.8,28.0
26369,-168.0,317.3,1.4,1.4,28.0
26370,-168.0,320.0,1.4,1.4,28.0
26371,-168.0,322.7,1.8,1.8,28.0
26372,-168.0,325.3,1.8,1.8,27.0
26373,-168.0,328.0,2.0,2.0,27.0
26374,-168.0,330.7,2.0,2.0,27.0
26375,-168.0,333.3,2.1,2.1,27.0
26376,-168.0,336.0,2.1,2.1,27.0
26377,-168.0,338.7,2.0,2.0,26.0
26378,-168.0,341.3,2.0,2.0,26.0
26379,-168.0,344.0,1.8,1.8,26.0
26380,-168.0,346.7,1.8,1.8,26.0
26381,-168.0,349.3,1.4,1.4,26.0
26382,-168.0,352.0,1.4,1.4,26.0
26383,-168.0,354.7,1.4,1.4,25.0
26384,-168.0,357.3,0.8,0.8,25.0
26385,-168.0,360.0,0.8,0.8,25.0
26386,-168.0,362.7,0.3,0.3,25.0
26387,-168.0,365.3,0.3,0.3,25.0
26388,-168.0,368.0,0.8,0.8,25.0
26389,-168.0,370.7,0.8,0.8,24.0
26390,-168.0,373.3,1.4,1.4,24.0
26391,-168.0,376.0,1.4,1.4,24.0
26392,-168.0,378.7,1.8,1.8,24.0
26393,-168.0,381.3,1.8,1.8,24.0
26394,-168.0,384.0,2.0,2.0,24.0
26395,-168.0,386.7,2.0,2.0,23.0
26396,-168.0,389.3,2.1,2.1,23.0
26397,-168.0,392.0,2.1,2.1,23.0
26398,-168.0,394.7,2.0,2.0,23.0
26399,-168.0,397.3,2.0,2.0,23.0
26400,-165.3,-400.0,1.8,1.8,158.0
26401,-165.3,-397.3,2.0,2.0,157.0
26402,-165.3,-394.7,2.0,2.0,157.0
26403,-165.3,-392.0,2.1,2.1,157.0
26404,-165.3,-389.3,2.1,2.1,157.0
26405,-165.3,-386.7,2.0,2.0,157.0
26406,-165.3,-384.0,2.0,2.0,157.0
26407,-165.3,-381.3,1.8,1.8,157.0
26408,-165.3,-378.7,1.8,1.8,156.0
26409,-165.3,-376.0,1.4,1.4,156.0
26410,-165.3,-373.3,1.4,1.4,156.0
26411,-165.3,-370.7,0.8,0.8,156.0
26412,-165.3,-368.0,0.8,0.8,156.0
26413,-165.3,-365.3,0.3,0.3,156.0
26414,-165.3,-362.7,0.3,0.3,155.0
26415,-165.3,-360.0,0.8,0.8,155.0
26416,-165.3,-357.3,0.8,0.8,155.0
26417,-165.3,-354.7,1.4,1.4,155.0
26418,-165.3,-352.0,1.4,1.4,155.0
26419,-165.3,-349.3,1.8,1.8,155.0
26420,-165.3,-346.7,1.8,1.8,155.0
26421,-165.3,-344.0,2.0,2.0,154.0
26422,-165.3,-341.3,2.0,2.0,154.0
26423,-165.3,-338.7,2.1,2.1,154.0
26424,-165.3,-336.0,2.1,2.1,154.0
26425,-165.3,-333.3,2.0,2.0,154.0
26426,-165.3,-330.7,2.0,2.0,153.0
26427,-165.3,-328.0,1.8,1.8,153.0
26428,-165.3,-325.3,1.8,1.8,153.0
26429,-165.3,-322.7,1.8,1.8,153.0
26430,-165.3,-320.0,1.4,1.4,153.0
26431,-165.3,-317.3,1.4,1.4,152.0
26432,-165.3,-314.7,0.8,0.8,152.0
26433,-165.3,-312.0,0.8,0.8,152.0
26434,-165.3,-309.3,0.3,0.3,152.0
26435,-165.3,-306.7,0.3,0.3,152.0
26436,-165.3,-304.0,0.8,0.8,151.0
26437,-165.3,-301.3,0.8,0.8,151.0
26438,-165.3,-298.7,1.4,1.4,151.0
26439,-165.3,-296.0,1.4,1.4,151.0
26440,-165.3,-293.3,1.8,1.8,151.0
26441,-165.3,-290.7,1.8,1.8,150.0
26442,-165.3,-288.0,2.0,2.0,150.0
26443,-165.3,-285.3,2.0,2.0,150.0
26444,-165.3,-282.7,2.1,2.1,150.0
26445,-165.3,-280.0,2.1,2.1,149.0
26446,-165.3,-277.3,2.1,2.1,149.0
26447,-165.3,-274.7,2.0,2.0,149.0
26448,-165.3,-272.0,2.0,2.0,149.0
26449,-165.3,-269.3,1.8,1.8,148.0
26450,-165.3,-266.7,1.8,1.8,148.0
26451,-165.3,-264.0,1.4,1.4,148.0
26452,-165.3,-261.3,1.4,1.4,148.0
26453,-165.3,-258.7,0.8,0.8,147.0
26454,-165.3,-256.0,0.8,0.8,147.0
26455,-165.3,-253.3,0.3,0.3,147.0
26456,-165.3,-250.7,0.3,0.3,147.0
26457,-165.3,-248.0,0.3,0.3,146.0
26458,-165.3,-245.3,0.8,0.8,146.0
26459,-165.3,-242.7,0.8,0.8,146.0
26460,-165.3,-240.0,1.4,1.4,145.0
26461,-165.3,-237.3,1.4,1.4,145.0
26462,-165.3,-234.7,1.8,1.8,145.0
26463,-165.3,-232.0,1.8,1.8,145.0
26464,-165.3,-229.3,1.8,1.8,144.0
26465,-165.3,-226.7,2.0,2.0,144.0
26466,-165.3,-224.0,2.0,2.0,144.0
26467,-165.3,-221.3,2.1,2.1,143.0
26468,-165.3,-218.7,2.1,2.1,143.0
26469,-165.3,-216.0,2.0,2.0,143.0
26470,-165.3,-213.3,2.0,2.0,142.0
26471,-165.3,-210.7,2.0,2.0,142.0
26472,-165.3,-208.0,1.8,1.8,142.0
26473,-165.3,-205.3,1.8,1.8,141.0
26474,-165.3,-202.7,1.4,1.4,141.0
26475,-165.3,-200.0,1.4,1.4,140.0
26476,-165.3,-197.3,0.8,0.8,140.0
26477,-165.3,-194.7,0.8,0.8,140.0
26478,-165.3,-192.0,0.8,0.8,139.0
26479,-165.3,-189.3,0.3,0.3,139.0
26480,-165.3,-186.7,0.3,0.3,138.0
26481,-165.3,-184.0,0.8,0.8,138.0
26482,-165.3,-181.3,0.8,0.8,138.0
26483,-165.3,-178.7,0.8,0.8,137.0
26484,-165.3,-176.0,1.4,1.4,137.0
26485,-165.3,-173.3,1.4,1.4,136.0
26486,-165.3,-170.7,1.4,1.4,136.0
26487,-165.3,-168.0,1.8,1.8,135.0
26488,-165.3,-165.3,1.8,1.8,135.0
26489,-165.3,-162.7,2.0,2.0,135.0
26490,-165.3,-160.0,2.0,2.0,134.0
26491,-165.3,-157.3,2.0,2.0,134.0
26492,-165.3,-154.7,2.1,2.1,133.0
26493,-165.3,-152.0,2.1,2.1,133.0
26494,-165.3,-149.3,2.1,2.1,132.0
26495,-165.3,-146.7,2.0,2.0,132.0
26496,-165.3,-144.0,2.0,2.0,131.0
26497,-165.3,-141.3,1.8,1.8,131.0
26498,-165.3,-138.7,1.8,1.8,130.0
26499,-165.3,-136.0,1.8,1.8,129.0
26500,-165.3,-133.3,1.4,1.4,129.0
26501,-165.3,-130.7,1.4,1.4,128.0
26502,-165.3,-128.0,1.4,1.4,128.0
26503,-165.3,-125.3,0.8,0.8,127.0
26504,-165.3,-122.7,0.8,0.8,127.0
26505,-165.3,-120.0,0.8,0.8,126.0
26506,-165.3,-117.3,0.8,0.8,125.0
26507,-165.3,-114.7,0.3,0.3,125.0
26508,-165.3,-112.0,0.3,0.3,124.0
26509,-165.3,-109.3,0.3,0.3,123.0
26510,-165.3,-106.7,0.8,0.8,123.0
26511,-165.3,-104.0,0.8,0.8,122.0
26512,-165.3,-101.3,0.8,0.8,122.0
26513,-165.3,-98.7,0.8,0.8,121.0
26514,-165.3,-96.0,1.4,1.4,120.0
26515,-165.3,-93.3,1.4,1.4,119.0
26516,-165.3,-90.7,1.4,1.4,119.0
26517,-165.3,-88.0,1.8,1.8,118.0
26518,-165.3,-85.3,1.8,1.8,117.0
26519,-165.3,-82.7,1.8,1.8,117.0
26520,-165.3,-80.0,1.8,1.8,116.0
26521,-165.3,-77.3,2.0,2.0,115.0
26522,-165.3,-74.7,2.0,2.0,114.0
26523,-165.3,-72.0,2.0,2.0,114.0
26524,-165.3,-69.3,2.0,2.0,113.0
26525,-165.3,-66.7,2.0,2.0,112.0
26526,-165.3,-64.0,2.1,2.1,111.0
26527,-165.3,-61.3,2.1,2.1,110.0
26528,-165.3,-58.7,2.1,2.1,110.0
26529,-165.3,-56.0,2.1,2.1,109.0
26530,-165.3,-53.3,2.1,2.1,108.0
26531,-165.3,-50.7,2.1,2.1,107.0
26532,-165.3,-48.0,2.0,2.0,106.0
26533,-165.3,-45.3,2.0,2.0,105.0
26534,-165.3,-42.7,2.0,2.0,104.0
26535,-165.3,-40.0,2.0,2.0,104.0
26536,-165.3,-37.3,2.0,2.0,103.0
26537,-165.3,-34.7,2.0,2.0,102.0
26538,-165.3,-32.0,2.0,2.0,101.0
26539,-165.3,-29.3,2.0,2.0,100.0
26540,-165.3,-26.7,1.8,1.8,99.0
26541,-165.3,-24.0,1.8,1.8,98.0
26542,-165.3,-21.3,1.8,1.8,97.0
26543,-165.3,-18.7,1.8,1.8,96.0
26544,-165.3,-16.0,1.8,1.8,96.0
26545,-165.3,-13.3,1.8,1.8,95.0
26546,-165.3,-10.7,1.8,1.8,94.0
26547,-165.3,-8.0,1.8,1.8,93.0
26548,-165.3,-5.3,1.8,1.8,92.0
26549,-165.3,-2.7,1.8,1.8,91.0
26550,-165.3,0.0,1.8,1.8,90.0
26551,-165.3,2.7,1.8,1.8,89.0
26552,-165.3,5.3,1.8,1.8,88.0
26553,-165.3,8.0,1.8,1.8,87.0
26554,-165.3,10.7,1.8,1.8,86.0
26555,-165.3,13.3,1.8,1.8,85.0
26556,-165.3,16.0,1.8,1.8,84.0
26557,-165.3,18.7,1.8,1.8,84.0
26558,-165.3,21.3,1.8,1.8,83.0
26559,-165.3,24.0,1.8,1.8,82.0
26560,-165.3,26.7,1.8,1.8,81.0
26561,-165.3,29.3,2.0,2.0,80.0
26562,-165.3,32.0,2.0,2.0,79.0
26563,-165.3,34.7,2.0,2.0,78.0
26564,-165.3,37.3,2.0,2.0,77.0
26565,-165.3,40.0,2.0,2.0,76.0
26566,-165.3,42.7,2.0,2.0,76.0
26567,-165.3,45.3,2.0,2.0,75.0
26568,-165.3,48.0,2.0,2.0,74.0
26569,-165.3,50.7,2.1,2.1,73.0
26570,-165.3,53.3,2.1,2.1,72.0
26571,-165.3,56.0,2.1,2.1,71.0
26572,-165.3,58.7,2.1,2.1,70.0
26573,-165.3,61.3,2.1,2.1,70.0
26574,-165.3,64.0,2.1,2.1,69.0
26575,-165.3,66.7,2.0,2.0,68.0
26576,-165.3,69.3,2.0,2.0,67.0
26577,-165.3,72.0,2.0,2.0,66.0
26578,-165.3,74.7,2.0,2.0,66.0
26579,-165.3,77.3,2.0,2.0,65.0
26580,-165.3,80.0,1.8,1.8,64.0
26581,-165.3,82.7,1.8,1.8,63.0
26582,-165.3,85.3,1.8,1.8,63.0
26583,-165.3,88.0,1.8,1.8,62.0
26584,-165.3,90.7,1.4,1.4,61.0
26585,-165.3,93.3,1.4,1.4,61.0
26586,-165.3,96.0,1.4,1.4,60.0
26587,-165.3,98.7,0.8,0.8,59.0
26588,-165.3,101.3,0.8,0.8,58.0
26589,-165.3,104.0,0.8,0.8,58.0
26590,-165.3,106.7,0.8,0.8,57.0
26591,-165.3,109.3,0.3,0.3,57.0
26592,-165.3,112.0,0.3,0.3,56.0
26593,-165.3,114.7,0.3,0.3,55.0
26594,-165.3,117.3,0.8,0.8,55.0
26595,-165.3,120.0,0.8,0.8,54.0
26596,-165.3,122.7,0.8,0.8,53.0
26597,-165.3,125.3,0.8,0.8,53.0
26598,-165.3,128.0,1.4,1.4,52.0
26599,-165.3,130.7,1.4,1.4,52.0
26600,-165.3,133.3,1.4,1.4,51.0
26601,-165.3,136.0,1.8,1.8,51.0
26602,-165.3,138.7,1.8,1.8,50.0
26603,-165.3,141.3,1.8,1.8,49.0
26604,-165.3,144.0,2.0,2.0,49.0
26605,-165.3,146.7,2.0,2.0,48.0
26606,-165.3,149.3,2.1,2.1,48.0
26607,-165.3,152.0,2.1,2.1,47.0
26608,-165.3,154.7,2.1,2.1,47.0
26609,-165.3,157.3,2.0,2.0,46.0
26610,-165.3,160.0,2.0,2.0,46.0
26611,-165.3,162.7,2.0,2.0,45.0
26612,-165.3,165.3,1.8,1.8,45.0
26613,-165.3,168.0,1.8,1.8,45.0
26614,-165.3,170.7,1.4,1.4,44.0
26615,-165.3,173.3,1.4,1.4,44.0
26616,-165.3,176.0,1.4,1.4,43.0
26617,-165.3,178.7,0.8,0.8,43.0
26618,-165.3,181.3,0.8,0.8,42.0
26619,-165.3,184.0,0.8,0.8,42.0
26620,-165.3,186.7,0.3,0.3,42.0
26621,-165.3,189.3,0.3,0.3,41.0
26622,-165.3,192.0,0.8,0.8,41.0
26623,-165.3,194.7,0.8,0.8,40.0
26624,-165.3,197.3,0.8,0.8,40.0
26625,-165.3,200.0,1.4,1.4,40.0
26626,-165.3,202.7,1.4,1.4,39.0
26627,-165.3,205.3,1.8,1.8,39.0
26628,-165.3,208.0,1.8,1.8,38.0
26629,-165.3,210.7,2.0,2.0,38.0
26630,-165.3,213.3,2.0,2.0,38.0
26631,-165.3,216.0,2.0,2.0,37.0
26632,-165.3,218.7,2.1,2.1,37.0
26633,-165.3,221.3,2.1,2.1,37.0
26634,-165.3,224.0,2.0,2.0,36.0
26635,-165.3,226.7,2.0,2.0,36.0
26636,-165.3,229.3,1.8,1.8,36.0
26637,-165.3,232.0,1.8,1.8,35.0
26638,-165.3,234.7,1.8,1.8,35.0
26639,-165.3,237.3,1.4,1.4,35.0
